perl-io-tty 1.12-6
perl-uri 1.72-2
perl-xml-parser 2.44-6
phonon-qt5 4.9.1-4
phonon-qt5-gstreamer 4.9.0-3
pidgin 2.12.0-4
pidgin-sipe 1.23.0-1
pinentry 1.0.0-1
pipewire 0.1.5+2+g8f67aa2-2
pixman 0.34.0-1
pkg-config 0.29.2-1
playerctl 0.5.0-4
polari 3.26.2-1
polkit 0.113+29+g3272a98-1
polkit-gnome 0.105-3
polkit-qt4 0.112.0+git20160226-1
polkit-qt5 0.112.0+git20160226-1
polybar-git 3.0.5.r26.g2d1e3c2-1
poppler 0.61.0-2
poppler-glib 0.61.0-2
poppler-qt5 0.61.0-2
popt 1.16-9
portaudio 190600_20161030-1
powerline 2.6-1
powerline-common 2.6-1
powerline-fonts 2.6-1
powerline-vim 2.6-1
presentproto 1.1-1
primus 20151110-7
procps-ng 3.3.12-1
protobuf 3.4.1-1
protobuf-c 1.3.0-1
psmisc 23.1-1
pulseaudio 11.1-1
pulseaudio-alsa 2-3
pulseaudio-bluetooth 11.1-1
pulseaudio-ctl 1.66-1
pulseaudio-equalizer 11.1-1
pushbullet-commons 0.5.6-2
pushbullet-indicator 0.6.3-3
pycharm-community 2017.2.3-1
pygobject-devel 3.26.1-1
pygobject2-devel 2.28.6-13
pygtk 2.24.0-7
pyqt4-common 4.12.1-1
python 3.6.3-1
python-appdirs 1.4.3-1
python-asn1crypto 0.23.0-1
python-atspi 2.26.0-1
python-babel 2.5.1-1
python-beautifulsoup4 4.6.0-1
python-cairo 1.15.4-1
python-cffi 1.11.2-1
python-chardet 3.0.4-1
python-cryptography 2.1.3-1
python-dbus 1.2.4-2
python-dbus-common 1.2.4-2
python-decorator 4.1.2-1
python-docopt 0.6.2-4
python-docutils 0.14-1
python-dpkt 1.9.1-4
python-gobject 3.26.1-1
python-idna 2.6-1
python-imagesize 0.7.1-2
python-jedi 0.11.0-1
python-jinja 2.10-1
python-keyutils 0.5-1
python-markupsafe 1.0-1
python-olefile 0.44-1
python-packaging 16.8-2
python-parso 0.1.1-1
python-pexpect 4.2.1-2
python-pickleshare 0.7.4-3
python-pillow 4.3.0-1
python-pip 9.0.1-3
python-ply 3.10-1
python-powerline 2.6-1
python-prompt_toolkit 1.0.15-1
python-ptyprocess 0.5.2-1
python-pycparser 2.18-1
python-pygments 2.2.0-1
python-pyparsing 2.2.0-1
python-pyqt4 4.12.1-1
python-pytz 2017.3-1
python-requests 2.18.4-1
python-setuptools 1:36.7.2-1
python-sip 4.19.5-1
python-six 1.11.0-1
python-snowballstemmer 1.2.1-2
python-sphinx 1.6.5-1
python-sphinx-alabaster-theme 0.7.10-1
python-sphinx_rtd_theme 0.2.4-1
python-sphinxcontrib-websupport 1.0.1-1
python-sqlalchemy 1.1.15-1
python-traitlets 4.3.2-1
python-urllib3 1.22-1
python-wcwidth 0.1.7-2
python-whoosh 2.7.4-2
python-ws4py 0.4.2-1
python-xdg 0.25-4
python-yaml 3.12-3
python2 2.7.14-1
python2-appdirs 1.4.3-1
python2-babel 2.5.1-1
python2-backports 1.0-1
python2-backports.ssl_match_hostname 3.5.0.1-2
python2-beautifulsoup4 4.6.0-1
python2-cairo 1.15.4-1
python2-chardet 3.0.4-1
python2-dbus 1.2.4-2
python2-distutils-extra 2.39-2
python2-docker 2.5.1-1
python2-docker-pycreds 0.2.1-2
python2-docutils 0.14-1
python2-future 0.16.0-2
python2-gobject 3.26.1-1
python2-gobject2 2.28.6-13
python2-html2text 2017.10.4-1
python2-htpasswd-git .r31.ef677a5-1
python2-httplib2 0.10.3-1
python2-idna 2.6-1
python2-imagesize 0.7.1-2
python2-ipaddress 1.0.18-1
python2-jinja 2.10-1
python2-lxml 4.1.0-1
python2-markdown2-git 2.3.4.r18.g77295fd-1
python2-markupsafe 1.0-1
python2-oauth2 1.9.0-1
python2-orderedmultidict-git .r101.aaa4bc1-1
python2-packaging 16.8-2
python2-pip 9.0.1-3
python2-polib 1.0.8-3
python2-proxyenv-git .r24.a790e3a-1
python2-psutil 5.4.1-1
python2-pygments 2.2.0-1
python2-pyparsing 2.2.0-1
python2-pytz 2017.3-1
python2-requests 2.18.4-1
python2-setproctitle 1.1.10-2
python2-setuptools 1:36.7.2-1
python2-six 1.11.0-1
python2-snowballstemmer 1.2.1-2
python2-sphinx 1.6.5-1
python2-sphinx-alabaster-theme 0.7.10-1
python2-sphinx_rtd_theme 0.2.4-1
python2-sphinxcontrib-websupport 1.0.1-1
python2-sqlalchemy 1.1.15-1
python2-thrift 0.9.3-1
python2-typing 3.6.1-1
python2-urllib3 1.22-1
python2-websocket-client 0.44.0-1
python2-whoosh 2.7.4-2
qca-qt4 2.1.3-4
qqwing 1.3.4-3
qrencode 4.0.0-1
qt4 4.8.7-22
qt5-base 5.9.2-1
qt5-declarative 5.9.2-2
qt5-location 5.9.2-1
qt5-multimedia 5.9.2-1
qt5-script 5.9.2-1
qt5-sensors 5.9.2-1
qt5-speech 5.9.2-1
qt5-svg 5.9.2-1
qt5-tools 5.9.2-1
qt5-webchannel 5.9.2-1
qt5-webkit 5.212.0alpha2-7
qt5-x11extras 5.9.2-1
qt5-xmlpatterns 5.9.2-1
quadrapassel 3.22.0-1
rambox 0.5.13-1
randrproto 1.5.0-1
ranger 1.8.1-1
re2 20170801-1
readline 7.0.003-1
recode 3.6-10
recordproto 1.14.2-2
reiserfsprogs 3.6.25-1
renderproto 0.11.1-3
resourceproto 1.2.0-3
rest 0.8.1-1
rhash 1.3.5-2
ristretto 0.8.2-1
rofi 1.4.2-1
rsync 3.1.2-8
rtkit 0.11+6+g417bb7d-1
rtmpdump 1:2.4.r96.fa8646d-3
ruby 2.4.2-1
run-parts 4.8.1-1
rxvt-unicode-pixbuf 9.22-2
rxvt-unicode-terminfo 9.22-5
rygel 0.36.0+7+gd7225192-1
s-nail 14.9.5-1
sbc 1.3-1
schroedinger 1.0.11-3
screenfetch 3.8.0-2
scrnsaverproto 1.2.2-2
scrot 0.8.17-2
sddm 0.16.0-1
sdl 1.2.15-9
sdl2 2.0.7-1
sdl_image 1.2.12-4
seahorse 3.20.0+105+gb31e32fe-1
sed 4.4-1
semver 5.4.1-1
sencha-cmd-6 6.5.1-1
serf 1.3.9-2
setconf 0.7.5-2
shadow 4.5-2
shared-color-targets 0.1.7-1
shared-mime-info 1.9-1
sip 4.19.5-1
sky 2.1.6997.1-1
skypeforlinux-bin 8.11.76.3-1
slack-desktop 2.8.2-3
slang 2.3.1a-1
smbclient 4.7.1-1
snappy 1.1.4-1
solid 5.40.0-1
sonnet 5.40.0-1
sound-theme-freedesktop 0.8-2
soundtouch 2.0.0-1
source-highlight 3.1.8-13
spandsp 0.0.6-1
speech-dispatcher 0.8.7-3
speedtest-cli 1.0.7-1
speex 1.2.0-1
speexdsp 1.2rc3-2
spice-glib 0.34-1
spice-gtk3 0.34-2
spotify 1.0.66.478-1
sqlite 3.21.0-1
sqlite2 2.8.17-8
startup-notification 0.12-5
steam 1.0.0.54-1
steamcmd latest-2
steghide 0.5.1-8
subversion 1.9.7-3
sudo 1.8.21.p2-1
sushi 3.24.0-1
swell-foop 3.26.0+8+g4ff76c8-1
swig 3.0.12-1
sysfsutils 2.1.0-9
sysprof 3.26.1-1
systemd 235.38-2
systemd-sysvcompat 235.38-2
t1lib 5.1.2-6
taglib 1.11.1-1
tali 3.22.0-1
talloc 2.1.10-1
tar 1.29-2
tcl 8.6.7-1
tdb 1.3.15-1
teamviewer 12.0.85001-6
telepathy-farstream 0.6.2-4
telepathy-glib 0.24.1-1
telepathy-idle 0.2.0-1
telepathy-logger 0.8.2-2
telepathy-mission-control 5.16.4-2
template-glib 3.26.1-2
termcap 1.3.1-4
tevent 1:0.9.33-1
texinfo 6.5-1
thin-provisioning-tools 0.7.4-1
thunar 1.6.12-1
thunar-archive-plugin 0.3.1-7
thunar-media-tags-plugin 0.2.1-2
thunar-volman 0.8.1-2
thunderbird 52.4.0-1
tmux 2.6-1
totem 3.26.0+1+g4e309671-1
totem-plparser 3.26.0-1
tracker 2.0.1-1
tracker-miners 2.0.2-1
transmission-gtk 2.92-7
tslib 1.14-1
ttf-dejavu 2.37-1
ttf-font-awesome 4.7.0-5
ttf-iosevka 1.13.3-1
ttf-liberation 2.00.1-7
ttf-wps-fonts 1.0-3
tumbler 0.2.0-1
tuxedo-wmi 1.5.1-2
tzdata 2017c-1
udiskie 1.7.2-1
udisks2 2.7.3-1
unclutter-xfixes-git v1.2.r4.ge0d47bb-1
unibilium 1.2.1-1
unzip 6.0-12
upower 0.99.6-1
usbmuxd 1.1.0+28+g46bdf3e-1
usbredir 0.7.1-1
usbutils 008-1
util-linux 2.31-1
v4l-utils 1.12.5-1
vala 0.38.3-1
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
vim-runtime 8.0.1297-1
vinagre 3.22.0+19+g5f615ff-1
vino 3.22.0+7+g74dd40f-1
virtualbox 5.2.0-1
virtualbox-ext-oracle 5.2.0-1
virtualbox-host-modules-arch 5.2.0-5
virtualgl 2.5.2-2
vlc 2.2.6-5
vmware-systemd-services 0.2-1
volume_key 0.3.9-4
vpnc 0.5.3.svn550-2
vte-common 0.50.2-1
vte3 0.50.2-1
vulkan-icd-loader 1.0.61.1-1
vundle-git 0.10.2.623.6437ad6-1
w3m 0.5.3.git20170102-2
wavpack 5.1.0-1
wayland 1.14.0-1
wayland-protocols 1.11-1
webkit2gtk 2.18.3-1
webrtc-audio-processing 0.3-2
which 2.21-2
whois 5.2.18-1
wildmidi 0.4.1-1
wine 2.21-1
winetricks 20171018-1
wireless_tools 30.pre9-1
wpa_supplicant 1:2.6-11
wps-office 10.1.0.5707_a21-2
wxgtk-common 3.0.3.1-9
wxgtk3 3.0.3.1-9
x265 2.5-1
xapian-core 1:1.4.4-1
xautolock 2.2-4
xbindkeys 1.8.6-2
xcb-proto 1.12-3
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcb-util-xrm 1.2-2
xdg-desktop-portal 0.8-1
xdg-desktop-portal-gtk 0.7-1
xdg-user-dirs 0.16-1
xdg-user-dirs-gtk 0.10+9+g5b7efc6-1
xdg-utils 1.1.2-1
xdotool 3.20160805.1-1
xextproto 7.3.0-1
xf86-input-libinput 0.26.0-1
xf86-input-synaptics 1.9.0-1
xf86-video-intel 1:2.99.917+800+g37a682aa-1
xf86-video-vesa 2.3.4-4
xf86dgaproto 2.1-3
xf86driproto 2.1.1-3
xf86vidmodeproto 2.3.1-3
xfburn 0.5.4-3
xfce4-appfinder 4.12.0-4
xfce4-artwork 0.1.1a_git20110420-4
xfce4-battery-plugin 1.1.0-1
xfce4-clipman-plugin 1.4.2-2
xfce4-cpufreq-plugin 1.1.3-1
xfce4-cpugraph-plugin 1.0.5-4
xfce4-datetime-plugin 0.7.0-1
xfce4-dict 0.8.0-1
xfce4-diskperf-plugin 2.6.1-1
xfce4-eyes-plugin 4.5.0-1
xfce4-fsguard-plugin 1.1.0-1
xfce4-genmon-plugin 4.0.1-1
xfce4-mailwatch-plugin 1.2.0-7
xfce4-mount-plugin 1.1.2-1
xfce4-mpc-plugin 0.5.0-1
xfce4-netload-plugin 1.3.1-1
xfce4-notes-plugin 1.8.1-2
xfce4-notifyd 0.4.0-2
xfce4-panel 4.12.1-1
xfce4-power-manager 1.6.0.41.g9daecb5-1
xfce4-pulseaudio-plugin 0.3.2-1
xfce4-screenshooter 1.9.1-1
xfce4-sensors-plugin 1.2.6-3
xfce4-session 4.12.1-7
xfce4-settings 4.12.1-1
xfce4-smartbookmark-plugin 0.5.0-1
xfce4-systemload-plugin 1.2.1-1
xfce4-taskmanager 1.2.0-1
xfce4-terminal 0.8.6-1
xfce4-time-out-plugin 1.0.2-2
xfce4-timer-plugin 1.6.0-4
xfce4-verve-plugin 1.1.0-1
xfce4-wavelan-plugin 0.6.0-1
xfce4-weather-plugin 0.8.10-1
xfce4-whiskermenu-plugin 1.7.4-1
xfce4-xkb-plugin 0.8.1-1
xfconf 4.12.1-4
xfdesktop 4.12.4-1
xfsprogs 4.12.0-1
xfwm4 4.12.4-1
xfwm4-themes 4.10.0-2
xineramaproto 1.2.1-3
xkeyboard-config 2.22-1
xorg-bdftopcf 1.1-1
xorg-docs 1.7.1-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-100dpi 1.0.3-3
xorg-fonts-75dpi 1.0.3-3
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-5
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-8
xorg-mkfontscale 1.1.2-1
xorg-server 1.19.5-1
xorg-server-common 1.19.5-1
xorg-server-devel 1.19.5-1
xorg-server-xdmx 1.19.5-1
xorg-server-xephyr 1.19.5-1
xorg-server-xnest 1.19.5-1
xorg-server-xvfb 1.19.5-1
xorg-server-xwayland 1.19.5-1
xorg-sessreg 1.1.1-1
xorg-setxkbmap 1.3.1-1
xorg-smproxy 1.0.6-1
xorg-util-macros 1.19.1-1
xorg-x11perf 1.6.0-1
xorg-xauth 1.0.10-1
xorg-xbacklight 1.2.1-1
xorg-xcalc 1.0.6-1
xorg-xcmsdb 1.0.5-1
xorg-xcursorgen 1.0.6-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-2
xorg-xev 1.2.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.4.0-1
xorg-xkbevd 1.1.4-1
xorg-xkbutils 1.0.4-2
xorg-xkill 1.0.4-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xpr 1.0.4-2
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwd 1.0.6-1
xorg-xwininfo 1.1.3-1
xorg-xwud 1.0.4-2
xproto 7.0.31-1
xsel 1.2.0.20160929-1
xvidcore 1.3.4-1
xz 5.2.3-1
yajl 2.1.0-1
yaourt 1.9-1
yelp 3.26.0-1
yelp-xsl 3.20.1-2
youtube-dl 2017.11.06-1
zeitgeist 1.0+1+g1bcc8585-1
zenity 3.26.0-1
zeromq 4.2.2-2
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1:1.2.11-2
zsh 5.4.2-1
zvbi 0.2.35-1
